#Name,VisitHour,VisitDay,Visits,StdDev,Site Daily Total,Site Daily StdDev,Site Weekly Total,Site Daily Average,Tier,Max MD Hours,,,
Carle Place,17:00:00,Thursday,2.54,1.81,54.38,1.38,374.87,54,C,120,,,
Carle Place,17:00:00,Friday,2,1.53,49.92,1.26,374.87,54,C,120,,,
Carle Place,17:00:00,Saturday,0.15,0.38,45.77,1,374.87,54,C,120,,,
Carle Place,17:30:00,Sunday,0,0,50.38,1.1,374.87,54,C,120,,,
Carle Place,17:30:00,Monday,2.31,1.6,62.54,1.58,374.87,54,C,120,,,
Carle Place,17:30:00,Tuesday,2.83,1.4,56.25,1.34,374.87,54,C,120,,,
Carle Place,17:30:00,Wednesday,2.77,1.92,55.62,1.5,374.87,54,C,120,,,
Carle Place,17:30:00,Thursday,3,2,54.38,1.38,374.87,54,C,120,,,
Carle Place,17:30:00,Friday,2.31,1.93,49.92,1.26,374.87,54,C,120,,,
Carle Place,17:30:00,Saturday,0,0,45.77,1,374.87,54,C,120,,,
Carle Place,18:00:00,Sunday,0,0,50.38,1.1,374.87,54,C,120,,,
Carle Place,18:00:00,Monday,2.38,2.02,62.54,1.58,374.87,54,C,120,,,
Carle Place,18:00:00,Tuesday,2.67,1.37,56.25,1.34,374.87,54,C,120,,,
Carle Place,18:00:00,Wednesday,2.46,1.71,55.62,1.5,374.87,54,C,120,,,
Carle Place,18:00:00,Thursday,3.85,2.3,54.38,1.38,374.87,54,C,120,,,
Carle Place,18:00:00,Friday,2.23,1.64,49.92,1.26,374.87,54,C,120,,,
Carle Place,18:00:00,Saturday,0,0,45.77,1,374.87,54,C,120,,,
Carle Place,18:30:00,Sunday,0,0,50.38,1.1,374.87,54,C,120,,,
Carle Place,18:30:00,Monday,2.62,1.61,62.54,1.58,374.87,54,C,120,,,
Carle Place,18:30:00,Tuesday,2.83,1.27,56.25,1.34,374.87,54,C,120,,,
Carle Place,18:30:00,Wednesday,2.38,1.61,55.62,1.5,374.87,54,C,120,,,
Carle Place,18:30:00,Thursday,2.77,2.2,54.38,1.38,374.87,54,C,120,,,
Carle Place,18:30:00,Friday,2,1.15,49.92,1.26,374.87,54,C,120,,,
Carle Place,18:30:00,Saturday,0,0,45.77,1,374.87,54,C,120,,,
Carle Place,19:00:00,Sunday,0,0,50.38,1.1,374.87,54,C,120,,,
Carle Place,19:00:00,Monday,2.85,2.08,62.54,1.58,374.87,54,C,120,,,
Carle Place,19:00:00,Tuesday,1.75,1.22,56.25,1.34,374.87,54,C,120,,,
Carle Place,19:00:00,Wednesday,2.69,1.38,55.62,1.5,374.87,54,C,120,,,
Carle Place,19:00:00,Thursday,2.46,1.39,54.38,1.38,374.87,54,C,120,,,
Carle Place,19:00:00,Friday,2.08,1.32,49.92,1.26,374.87,54,C,120,,,
Carle Place,19:00:00,Saturday,0,0,45.77,1,374.87,54,C,120,,,
Carle Place,19:30:00,Sunday,0,0,50.38,1.1,374.87,54,C,120,,,
Carle Place,19:30:00,Monday,2.62,1.19,62.54,1.58,374.87,54,C,120,,,
Carle Place,19:30:00,Tuesday,2.08,1.31,56.25,1.34,374.87,54,C,120,,,
Carle Place,19:30:00,Wednesday,2.46,1.56,55.62,1.5,374.87,54,C,120,,,
Carle Place,19:30:00,Thursday,2.85,2.08,54.38,1.38,374.87,54,C,120,,,
Carle Place,19:30:00,Friday,1.69,1.32,49.92,1.26,374.87,54,C,120,,,
Carle Place,19:30:00,Saturday,0,0,45.77,1,374.87,54,C,120,,,
Carle Place,20:00:00,Sunday,0,0,50.38,1.1,374.87,54,C,120,,,
Carle Place,20:00:00,Monday,2.23,1.3,62.54,1.58,374.87,54,C,120,,,
Carle Place,20:00:00,Tuesday,2.75,1.22,56.25,1.34,374.87,54,C,120,,,
Carle Place,20:00:00,Wednesday,1.85,1.63,55.62,1.5,374.87,54,C,120,,,
Carle Place,20:00:00,Thursday,2.38,1.26,54.38,1.38,374.87,54,C,120,,,
Carle Place,20:00:00,Friday,2.23,1.3,49.92,1.26,374.87,54,C,120,,,
Carle Place,20:00:00,Saturday,0,0,45.77,1,374.87,54,C,120,,,
Carle Place,20:30:00,Sunday,0,0,50.38,1.1,374.87,54,C,120,,,
Carle Place,20:30:00,Monday,1.15,1.07,62.54,1.58,374.87,54,C,120,,,
Carle Place,20:30:00,Tuesday,1.42,1.38,56.25,1.34,374.87,54,C,120,,,
Carle Place,20:30:00,Wednesday,2.46,1.85,55.62,1.5,374.87,54,C,120,,,
Carle Place,20:30:00,Thursday,1.69,1.44,54.38,1.38,374.87,54,C,120,,,
Carle Place,20:30:00,Friday,1.08,0.76,49.92,1.26,374.87,54,C,120,,,
Carle Place,20:30:00,Saturday,0,0,45.77,1,374.87,54,C,120,,,
Carle Place,21:00:00,Sunday,0,0,50.38,1.1,374.87,54,C,120,,,
Carle Place,21:00:00,Monday,0.15,0.38,62.54,1.58,374.87,54,C,120,,,
Carle Place,21:00:00,Tuesday,0.33,0.49,56.25,1.34,374.87,54,C,120,,,
Carle Place,21:00:00,Wednesday,0.08,0.28,55.62,1.5,374.87,54,C,120,,,
Carle Place,21:00:00,Thursday,0,0,54.38,1.38,374.87,54,C,120,,,
Carle Place,21:00:00,Friday,0.08,0.28,49.92,1.26,374.87,54,C,120,,,
Carle Place,21:00:00,Saturday,0,0,45.77,1,374.87,54,C,120,,,
Commack,8:30:00,Sunday,0.31,0.63,73.23,1.3,478.21,69,C,120,,,
Commack,8:30:00,Monday,0.31,0.63,79.31,1.8,478.21,69,C,120,,,
Commack,8:30:00,Tuesday,0.17,0.58,69.67,1.59,478.21,69,C,120,,,
Commack,8:30:00,Wednesday,0.46,0.66,67.85,1.56,478.21,69,C,120,,,
Commack,8:30:00,Thursday,0.54,0.88,68.46,1.63,478.21,69,C,120,,,
Commack,8:30:00,Friday,0.92,0.86,64.62,1.63,478.21,69,C,120,,,
Commack,8:30:00,Saturday,1,0.91,55.08,1.25,478.21,69,C,120,,,
Commack,9:00:00,Sunday,8.69,1.38,73.23,1.3,478.21,69,C,120,,,
Commack,9:00:00,Monday,6.31,2.14,79.31,1.8,478.21,69,C,120,,,
Commack,9:00:00,Tuesday,5,2.83,69.67,1.59,478.21,69,C,120,,,
Commack,9:00:00,Wednesday,5.08,2.5,67.85,1.56,478.21,69,C,120,,,
Commack,9:00:00,Thursday,5.31,2.75,68.46,1.63,478.21,69,C,120,,,
Commack,9:00:00,Friday,5.54,2.18,64.62,1.63,478.21,69,C,120,,,
Commack,9:00:00,Saturday,6.31,2.78,55.08,1.25,478.21,69,C,120,,,
Commack,9:30:00,Sunday,6.15,1.91,73.23,1.3,478.21,69,C,120,,,
Commack,9:30:00,Monday,5.15,2.38,79.31,1.8,478.21,69,C,120,,,
Commack,9:30:00,Tuesday,3.17,1.47,69.67,1.59,478.21,69,C,120,,,
Commack,9:30:00,Wednesday,3,2.08,67.85,1.56,478.21,69,C,120,,,
Commack,9:30:00,Thursday,3.46,2.18,68.46,1.63,478.21,69,C,120,,,
Commack,9:30:00,Friday,3.08,1.55,64.62,1.63,478.21,69,C,120,,,
Commack,9:30:00,Saturday,4.23,2.13,55.08,1.25,478.21,69,C,120,,,
Commack,10:00:00,Sunday,4.62,2.66,73.23,1.3,478.21,69,C,120,,,
Commack,10:00:00,Monday,3.23,2.17,79.31,1.8,478.21,69,C,120,,,
Commack,10:00:00,Tuesday,2.83,1.03,69.67,1.59,478.21,69,C,120,,,
Commack,10:00:00,Wednesday,3,1.58,67.85,1.56,478.21,69,C,120,,,
Commack,10:00:00,Thursday,2.69,1.89,68.46,1.63,478.21,69,C,120,,,
Commack,10:00:00,Friday,2.85,1.95,64.62,1.63,478.21,69,C,120,,,
Commack,10:00:00,Saturday,4.38,2.1,55.08,1.25,478.21,69,C,120,,,
Commack,10:30:00,Sunday,5.08,2.25,73.23,1.3,478.21,69,C,120,,,
Commack,10:30:00,Monday,3.15,1.34,79.31,1.8,478.21,69,C,120,,,
Commack,10:30:00,Tuesday,2.92,1.51,69.67,1.59,478.21,69,C,120,,,
Commack,10:30:00,Wednesday,2.31,1.8,67.85,1.56,478.21,69,C,120,,,
Commack,10:30:00,Thursday,2.46,1.81,68.46,1.63,478.21,69,C,120,,,
Commack,10:30:00,Friday,2.15,2.15,64.62,1.63,478.21,69,C,120,,,
Commack,10:30:00,Saturday,3.77,1.79,55.08,1.25,478.21,69,C,120,,,
Commack,11:00:00,Sunday,6.85,2.12,73.23,1.3,478.21,69,C,120,,,
Commack,11:00:00,Monday,3.62,3.12,79.31,1.8,478.21,69,C,120,,,
Commack,11:00:00,Tuesday,3.25,1.76,69.67,1.59,478.21,69,C,120,,,
Commack,11:00:00,Wednesday,2.77,1.54,67.85,1.56,478.21,69,C,120,,,
Commack,11:00:00,Thursday,2.23,1.59,68.46,1.63,478.21,69,C,120,,,
Commack,11:00:00,Friday,2.54,1.85,64.62,1.63,478.21,69,C,120,,,
Commack,11:00:00,Saturday,3.85,2.27,55.08,1.25,478.21,69,C,120,,,
Commack,11:30:00,Sunday,5.23,2.2,73.23,1.3,478.21,69,C,120,,,
Commack,11:30:00,Monday,4.23,2.42,79.31,1.8,478.21,69,C,120,,,
Commack,11:30:00,Tuesday,2.08,1.88,69.67,1.59,478.21,69,C,120,,,
Commack,11:30:00,Wednesday,2.15,1.14,67.85,1.56,478.21,69,C,120,,,
Commack,11:30:00,Thursday,2.54,1.98,68.46,1.63,478.21,69,C,120,,,
Commack,11:30:00,Friday,2.08,1.04,64.62,1.63,478.21,69,C,120,,,
Commack,11:30:00,Saturday,3.38,1.76,55.08,1.25,478.21,69,C,120,,,
Commack,12:00:00,Sunday,4.23,2.24,73.23,1.3,478.21,69,C,120,,,
Commack,12:00:00,Monday,3.31,1.6,79.31,1.8,478.21,69,C,120,,,
Commack,12:00:00,Tuesday,3,1.54,69.67,1.59,478.21,69,C,120,,,
Commack,12:00:00,Wednesday,3.08,1.19,67.85,1.56,478.21,69,C,120,,,
Commack,12:00:00,Thursday,3.15,1.72,68.46,1.63,478.21,69,C,120,,,
Commack,12:00:00,Friday,2.23,1.36,64.62,1.63,478.21,69,C,120,,,
Commack,12:00:00,Saturday,3.31,1.8,55.08,1.25,478.21,69,C,120,,,
Commack,12:30:00,Sunday,4.46,2.18,73.23,1.3,478.21,69,C,120,,,
Commack,12:30:00,Monday,3.54,1.9,79.31,1.8,478.21,69,C,120,,,
Commack,12:30:00,Tuesday,3.25,2.63,69.67,1.59,478.21,69,C,120,,,
Commack,12:30:00,Wednesday,1.85,1.86,67.85,1.56,478.21,69,C,120,,,
Commack,12:30:00,Thursday,2.46,1.45,68.46,1.63,478.21,69,C,120,,,
Commack,12:30:00,Friday,2.77,2.13,64.62,1.63,478.21,69,C,120,,,
Commack,12:30:00,Saturday,3.31,2.69,55.08,1.25,478.21,69,C,120,,,
Commack,13:00:00,Sunday,3.69,2.06,73.23,1.3,478.21,69,C,120,,,
Commack,13:00:00,Monday,2.77,1.69,79.31,1.8,478.21,69,C,120,,,
Commack,13:00:00,Tuesday,2.83,1.64,69.67,1.59,478.21,69,C,120,,,
Commack,13:00:00,Wednesday,2.08,1.66,67.85,1.56,478.21,69,C,120,,,
Commack,13:00:00,Thursday,2.54,1.81,68.46,1.63,478.21,69,C,120,,,
Commack,13:00:00,Friday,2.08,1.44,64.62,1.63,478.21,69,C,120,,,
Commack,13:00:00,Saturday,2.92,2.1,55.08,1.25,478.21,69,C,120,,,
Commack,13:30:00,Sunday,4.23,2.74,73.23,1.3,478.21,69,C,120,,,
Commack,13:30:00,Monday,2.69,1.44,79.31,1.8,478.21,69,C,120,,,
Commack,13:30:00,Tuesday,1.75,1.14,69.67,1.59,478.21,69,C,120,,,
Commack,13:30:00,Wednesday,2.46,1.66,67.85,1.56,478.21,69,C,120,,,
Commack,13:30:00,Thursday,2.15,0.8,68.46,1.63,478.21,69,C,120,,,
Commack,13:30:00,Friday,2.08,1.8,64.62,1.63,478.21,69,C,120,,,
Commack,13:30:00,Saturday,2.54,1.85,55.08,1.25,478.21,69,C,120,,,
Commack,14:00:00,Sunday,3.62,1.89,73.23,1.3,478.21,69,C,120,,,
Commack,14:00:00,Monday,2.31,1.11,79.31,1.8,478.21,69,C,120,,,
Commack,14:00:00,Tuesday,2.5,2.02,69.67,1.59,478.21,69,C,120,,,
Commack,14:00:00,Wednesday,2.23,1.48,67.85,1.56,478.21,69,C,120,,,
Commack,14:00:00,Thursday,2.69,1.89,68.46,1.63,478.21,69,C,120,,,
Commack,14:00:00,Friday,2.31,1.84,64.62,1.63,478.21,69,C,120,,,
Commack,14:00:00,Saturday,2.31,1.65,55.08,1.25,478.21,69,C,120,,,
Commack,14:30:00,Sunday,3.08,1.44,73.23,1.3,478.21,69,C,120,,,
Commack,14:30:00,Monday,3,1.22,79.31,1.8,478.21,69,C,120,,,
Commack,14:30:00,Tuesday,2.17,1.7,69.67,1.59,478.21,69,C,120,,,
Commack,14:30:00,Wednesday,2.38,1.26,67.85,1.56,478.21,69,C,120,,,
Commack,14:30:00,Thursday,2.31,1.55,68.46,1.63,478.21,69,C,120,,,
Commack,14:30:00,Friday,1.85,1.57,64.62,1.63,478.21,69,C,120,,,
Commack,14:30:00,Saturday,3.38,2.63,55.08,1.25,478.21,69,C,120,,,
Commack,15:00:00,Sunday,3.31,1.38,73.23,1.3,478.21,69,C,120,,,
Commack,15:00:00,Monday,3,1.78,79.31,1.8,478.21,69,C,120,,,
Commack,15:00:00,Tuesday,2.75,1.29,69.67,1.59,478.21,69,C,120,,,
Commack,15:00:00,Wednesday,2.69,1.6,67.85,1.56,478.21,69,C,120,,,
Commack,15:00:00,Thursday,2.77,1.54,68.46,1.63,478.21,69,C,120,,,
Commack,15:00:00,Friday,2.08,1.5,64.62,1.63,478.21,69,C,120,,,
Commack,15:00:00,Saturday,2.69,1.32,55.08,1.25,478.21,69,C,120,,,
Commack,15:30:00,Sunday,3.31,2.06,73.23,1.3,478.21,69,C,120,,,
Commack,15:30:00,Monday,3.69,2.75,79.31,1.8,478.21,69,C,120,,,
Commack,15:30:00,Tuesday,3.08,1.31,69.67,1.59,478.21,69,C,120,,,
Commack,15:30:00,Wednesday,2.62,1.45,67.85,1.56,478.21,69,C,120,,,
Commack,15:30:00,Thursday,3,1.41,68.46,1.63,478.21,69,C,120,,,
Commack,15:30:00,Friday,3.15,1.86,64.62,1.63,478.21,69,C,120,,,
Commack,15:30:00,Saturday,2.15,1.91,55.08,1.25,478.21,69,C,120,,,
Commack,16:00:00,Sunday,3.08,1.98,73.23,1.3,478.21,69,C,120,,,
Commack,16:00:00,Monday,2.46,1.51,79.31,1.8,478.21,69,C,120,,,
Commack,16:00:00,Tuesday,2.67,1.56,69.67,1.59,478.21,69,C,120,,,
Commack,16:00:00,Wednesday,3,1.73,67.85,1.56,478.21,69,C,120,,,
Commack,16:00:00,Thursday,2.69,1.84,68.46,1.63,478.21,69,C,120,,,
Commack,16:00:00,Friday,4.38,2.79,64.62,1.63,478.21,69,C,120,,,
Commack,16:00:00,Saturday,2.85,1.14,55.08,1.25,478.21,69,C,120,,,
Commack,16:30:00,Sunday,3.15,2.34,73.23,1.3,478.21,69,C,120,,,
Commack,16:30:00,Monday,2.62,2.43,79.31,1.8,478.21,69,C,120,,,
Commack,16:30:00,Tuesday,3.17,1.59,69.67,1.59,478.21,69,C,120,,,
Commack,16:30:00,Wednesday,3.38,1.56,67.85,1.56,478.21,69,C,120,,,
Commack,16:30:00,Thursday,3.08,1.5,68.46,1.63,478.21,69,C,120,,,
Commack,16:30:00,Friday,3,1.87,64.62,1.63,478.21,69,C,120,,,
Commack,16:30:00,Saturday,2.46,1.33,55.08,1.25,478.21,69,C,120,,,
Commack,17:00:00,Sunday,0.15,0.38,73.23,1.3,478.21,69,C,120,,,
Commack,17:00:00,Monday,3.31,1.49,79.31,1.8,478.21,69,C,120,,,
Commack,17:00:00,Tuesday,3.33,1.97,69.67,1.59,478.21,69,C,120,,,
Commack,17:00:00,Wednesday,3.08,1.12,67.85,1.56,478.21,69,C,120,,,
Commack,17:00:00,Thursday,2.69,1.44,68.46,1.63,478.21,69,C,120,,,
Commack,17:00:00,Friday,3.15,1.77,64.62,1.63,478.21,69,C,120,,,
Commack,17:00:00,Saturday,0.23,0.44,55.08,1.25,478.21,69,C,120,,,
Commack,17:30:00,Sunday,0,0,73.23,1.3,478.21,69,C,120,,,
Commack,17:30:00,Monday,2.54,1.33,79.31,1.8,478.21,69,C,120,,,
Commack,17:30:00,Tuesday,2.58,1.08,69.67,1.59,478.21,69,C,120,,,
Commack,17:30:00,Wednesday,3.31,1.8,67.85,1.56,478.21,69,C,120,,,
Commack,17:30:00,Thursday,2.92,1.8,68.46,1.63,478.21,69,C,120,,,
Commack,17:30:00,Friday,2,1.78,64.62,1.63,478.21,69,C,120,,,
Commack,17:30:00,Saturday,0,0,55.08,1.25,478.21,69,C,120,,,
Commack,18:00:00,Sunday,0,0,73.23,1.3,478.21,69,C,120,,,
Commack,18:00:00,Monday,3.46,1.85,79.31,1.8,478.21,69,C,120,,,
Commack,18:00:00,Tuesday,2.67,1.92,69.67,1.59,478.21,69,C,120,,,
Commack,18:00:00,Wednesday,3.15,1.68,67.85,1.56,478.21,69,C,120,,,
Commack,18:00:00,Thursday,3.46,2.11,68.46,1.63,478.21,69,C,120,,,
Commack,18:00:00,Friday,3,2.55,64.62,1.63,478.21,69,C,120,,,
Commack,18:00:00,Saturday,0,0,55.08,1.25,478.21,69,C,120,,,
Commack,18:30:00,Sunday,0,0,73.23,1.3,478.21,69,C,120,,,
Commack,18:30:00,Monday,3.62,2.43,79.31,1.8,478.21,69,C,120,,,
Commack,18:30:00,Tuesday,3.25,2.22,69.67,1.59,478.21,69,C,120,,,
Commack,18:30:00,Wednesday,3.08,2.25,67.85,1.56,478.21,69,C,120,,,
Commack,18:30:00,Thursday,3.54,1.71,68.46,1.63,478.21,69,C,120,,,
Commack,18:30:00,Friday,1.92,1.19,64.62,1.63,478.21,69,C,120,,,
Commack,18:30:00,Saturday,0,0,55.08,1.25,478.21,69,C,120,,,
Commack,19:00:00,Sunday,0,0,73.23,1.3,478.21,69,C,120,,,
Commack,19:00:00,Monday,3.69,2.43,79.31,1.8,478.21,69,C,120,,,
Commack,19:00:00,Tuesday,3,1.76,69.67,1.59,478.21,69,C,120,,,
Commack,19:00:00,Wednesday,2.77,1.92,67.85,1.56,478.21,69,C,120,,,
Commack,19:00:00,Thursday,2.15,1.07,68.46,1.63,478.21,69,C,120,,,
Commack,19:00:00,Friday,2.08,0.86,64.62,1.63,478.21,69,C,120,,,
Commack,19:00:00,Saturday,0,0,55.08,1.25,478.21,69,C,120,,,
Commack,19:30:00,Sunday,0,0,73.23,1.3,478.21,69,C,120,,,
Commack,19:30:00,Monday,2.69,1.32,79.31,1.8,478.21,69,C,120,,,
Commack,19:30:00,Tuesday,3.42,1.51,69.67,1.59,478.21,69,C,120,,,
Commack,19:30:00,Wednesday,2.62,1.66,67.85,1.56,478.21,69,C,120,,,
Commack,19:30:00,Thursday,1.69,1.6,68.46,1.63,478.21,69,C,120,,,
Commack,19:30:00,Friday,2.85,1.34,64.62,1.63,478.21,69,C,120,,,
Commack,19:30:00,Saturday,0,0,55.08,1.25,478.21,69,C,120,,,
Commack,20:00:00,Sunday,0,0,73.23,1.3,478.21,69,C,120,,,
Commack,20:00:00,Monday,2.54,1.94,79.31,1.8,478.21,69,C,120,,,
Commack,20:00:00,Tuesday,2.25,1.29,69.67,1.59,478.21,69,C,120,,,
Commack,20:00:00,Wednesday,2.62,1.39,67.85,1.56,478.21,69,C,120,,,
Commack,20:00:00,Thursday,3.38,1.76,68.46,1.63,478.21,69,C,120,,,
Commack,20:00:00,Friday,2.31,1.32,64.62,1.63,478.21,69,C,120,,,
Commack,20:00:00,Saturday,0,0,55.08,1.25,478.21,69,C,120,,,
Commack,20:30:00,Sunday,0,0,73.23,1.3,478.21,69,C,120,,,
Commack,20:30:00,Monday,2.08,2.4,79.31,1.8,478.21,69,C,120,,,
Commack,20:30:00,Tuesday,2.42,1.68,69.67,1.59,478.21,69,C,120,,,
Commack,20:30:00,Wednesday,2.46,1.45,67.85,1.56,478.21,69,C,120,,,
Commack,20:30:00,Thursday,2.31,1.65,68.46,1.63,478.21,69,C,120,,,
Commack,20:30:00,Friday,2.15,1.63,64.62,1.63,478.21,69,C,120,,,
Commack,20:30:00,Saturday,0,0,55.08,1.25,478.21,69,C,120,,,
Commack,21:00:00,Sunday,0,0,73.23,1.3,478.21,69,C,120,,,
Commack,21:00:00,Monday,0,0,79.31,1.8,478.21,69,C,120,,,
Commack,21:00:00,Tuesday,0.17,0.39,69.67,1.59,478.21,69,C,120,,,
Commack,21:00:00,Wednesday,0.23,0.44,67.85,1.56,478.21,69,C,120,,,
Commack,21:00:00,Thursday,0.23,0.6,68.46,1.63,478.21,69,C,120,,,
Commack,21:00:00,Friday,0.08,0.28,64.62,1.63,478.21,69,C,120,,,
Commack,21:00:00,Saturday,0,0,55.08,1.25,478.21,69,C,120,,,
East Meadow,8:30:00,Sunday,0,0,40.15,1.11,301.87,44,B,80,,,
East Meadow,8:30:00,Monday,0,0,55,1.55,301.87,44,B,80,,,
East Meadow,8:30:00,Tuesday,0,0,43.25,1.27,301.87,44,B,80,,,
East Meadow,8:30:00,Wednesday,0.15,0.55,42.38,1.25,301.87,44,B,80,,,
East Meadow,8:30:00,Thursday,0.31,0.63,42.77,1.25,301.87,44,B,80,,,
East Meadow,8:30:00,Friday,0.08,0.28,44.85,1.25,301.87,44,B,80,,,
East Meadow,8:30:00,Saturday,0.08,0.28,33.46,0.97,301.87,44,B,80,,,
East Meadow,9:00:00,Sunday,4.77,2.17,40.15,1.11,301.87,44,B,80,,,
East Meadow,9:00:00,Monday,3.38,2.02,55,1.55,301.87,44,B,80,,,
East Meadow,9:00:00,Tuesday,3.67,1.83,43.25,1.27,301.87,44,B,80,,,
East Meadow,9:00:00,Wednesday,3.31,1.7,42.38,1.25,301.87,44,B,80,,,
East Meadow,9:00:00,Thursday,2.46,2.03,42.77,1.25,301.87,44,B,80,,,
East Meadow,9:00:00,Friday,3.62,2.14,44.85,1.25,301.87,44,B,80,,,
East Meadow,9:00:00,Saturday,4.62,2.43,33.46,0.97,301.87,44,B,80,,,
East Meadow,9:30:00,Sunday,3.62,1.8,40.15,1.11,301.87,44,B,80,,,
East Meadow,9:30:00,Monday,3.31,1.49,55,1.55,301.87,44,B,80,,,
East Meadow,9:30:00,Tuesday,2.67,1.3,43.25,1.27,301.87,44,B,80,,,
East Meadow,9:30:00,Wednesday,2.15,2.3,42.38,1.25,301.87,44,B,80,,,
East Meadow,9:30:00,Thursday,2.15,1.14,42.77,1.25,301.87,44,B,80,,,
East Meadow,9:30:00,Friday,2.23,1.69,44.85,1.25,301.87,44,B,80,,,
East Meadow,9:30:00,Saturday,2.31,1.7,33.46,0.97,301.87,44,B,80,,,
East Meadow,10:00:00,Sunday,2.85,1.34,40.15,1.11,301.87,44,B,80,,,
East Meadow,10:00:00,Monday,3.69,1.6,55,1.55,301.87,44,B,80,,,
East Meadow,10:00:00,Tuesday,1.58,1.08,43.25,1.27,301.87,44,B,80,,,
East Meadow,10:00:00,Wednesday,1.46,1.2,42.38,1.25,301.87,44,B,80,,,
East Meadow,10:00:00,Thursday,2.31,1.65,42.77,1.25,301.87,44,B,80,,,
East Meadow,10:00:00,Friday,1.46,1.2,44.85,1.25,301.87,44,B,80,,,
East Meadow,10:00:00,Saturday,2.92,1.5,33.46,0.97,301.87,44,B,80,,,
East Meadow,10:30:00,Sunday,2.54,1.81,40.15,1.11,301.87,44,B,80,,,
East Meadow,10:30:00,Monday,2.77,1.74,55,1.55,301.87,44,B,80,,,
East Meadow,10:30:00,Tuesday,0.92,1.08,43.25,1.27,301.87,44,B,80,,,
East Meadow,10:30:00,Wednesday,2,1.83,42.38,1.25,301.87,44,B,80,,,
East Meadow,10:30:00,Thursday,1.85,1.14,42.77,1.25,301.87,44,B,80,,,
East Meadow,10:30:00,Friday,1.62,1.39,44.85,1.25,301.87,44,B,80,,,
East Meadow,10:30:00,Saturday,1.85,1.34,33.46,0.97,301.87,44,B,80,,,
East Meadow,11:00:00,Sunday,2.69,2.46,40.15,1.11,301.87,44,B,80,,,
East Meadow,11:00:00,Monday,2.38,1.45,55,1.55,301.87,44,B,80,,,
East Meadow,11:00:00,Tuesday,1.67,0.98,43.25,1.27,301.87,44,B,80,,,
East Meadow,11:00:00,Wednesday,1.38,1.19,42.38,1.25,301.87,44,B,80,,,
East Meadow,11:00:00,Thursday,1.15,1.46,42.77,1.25,301.87,44,B,80,,,
East Meadow,11:00:00,Friday,2.46,1.51,44.85,1.25,301.87,44,B,80,,,
East Meadow,11:00:00,Saturday,2.08,2.06,33.46,0.97,301.87,44,B,80,,,
East Meadow,11:30:00,Sunday,3.08,2.06,40.15,1.11,301.87,44,B,80,,,
East Meadow,11:30:00,Monday,2.46,1.76,55,1.55,301.87,44,B,80,,,
East Meadow,11:30:00,Tuesday,1.5,1.17,43.25,1.27,301.87,44,B,80,,,
East Meadow,11:30:00,Wednesday,1.46,1.2,42.38,1.25,301.87,44,B,80,,,
East Meadow,11:30:00,Thursday,2,1.29,42.77,1.25,301.87,44,B,80,,,
East Meadow,11:30:00,Friday,2.08,1.5,44.85,1.25,301.87,44,B,80,,,
East Meadow,11:30:00,Saturday,1.85,1.41,33.46,0.97,301.87,44,B,80,,,
East Meadow,12:00:00,Sunday,2.54,1.81,40.15,1.11,301.87,44,B,80,,,
East Meadow,12:00:00,Monday,3.15,2.34,55,1.55,301.87,44,B,80,,,
East Meadow,12:00:00,Tuesday,1.33,1.23,43.25,1.27,301.87,44,B,80,,,
East Meadow,12:00:00,Wednesday,2.08,1.71,42.38,1.25,301.87,44,B,80,,,
East Meadow,12:00:00,Thursday,1.77,1.24,42.77,1.25,301.87,44,B,80,,,
East Meadow,12:00:00,Friday,1.92,1.85,44.85,1.25,301.87,44,B,80,,,
East Meadow,12:00:00,Saturday,2.08,1.19,33.46,0.97,301.87,44,B,80,,,
East Meadow,12:30:00,Sunday,1.92,1.44,40.15,1.11,301.87,44,B,80,,,
East Meadow,12:30:00,Monday,2.31,1.89,55,1.55,301.87,44,B,80,,,
East Meadow,12:30:00,Tuesday,2.58,1.73,43.25,1.27,301.87,44,B,80,,,
East Meadow,12:30:00,Wednesday,1.31,1.18,42.38,1.25,301.87,44,B,80,,,
East Meadow,12:30:00,Thursday,1.31,1.11,42.77,1.25,301.87,44,B,80,,,
East Meadow,12:30:00,Friday,1.77,1.17,44.85,1.25,301.87,44,B,80,,,
East Meadow,12:30:00,Saturday,2,1.68,33.46,0.97,301.87,44,B,80,,,
East Meadow,13:00:00,Sunday,2.85,2.91,40.15,1.11,301.87,44,B,80,,,
East Meadow,13:00:00,Monday,2.08,1.12,55,1.55,301.87,44,B,80,,,
East Meadow,13:00:00,Tuesday,1.33,1.07,43.25,1.27,301.87,44,B,80,,,
East Meadow,13:00:00,Wednesday,1.23,1.3,42.38,1.25,301.87,44,B,80,,,
East Meadow,13:00:00,Thursday,2.08,1.32,42.77,1.25,301.87,44,B,80,,,
East Meadow,13:00:00,Friday,2.23,1.36,44.85,1.25,301.87,44,B,80,,,
East Meadow,13:00:00,Saturday,1.62,1.33,33.46,0.97,301.87,44,B,80,,,
East Meadow,13:30:00,Sunday,2.54,1.94,40.15,1.11,301.87,44,B,80,,,
East Meadow,13:30:00,Monday,0.92,0.86,55,1.55,301.87,44,B,80,,,
East Meadow,13:30:00,Tuesday,1.33,1.5,43.25,1.27,301.87,44,B,80,,,
East Meadow,13:30:00,Wednesday,1.38,1.19,42.38,1.25,301.87,44,B,80,,,
